# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Oct 30 16:44:53 2018
#
# CONSTRAINT:  where (koi_disposition like '%c%'
# CONSTRAINT:  )
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_ror:        Planet-Star Radius Ratio
# COLUMN koi_ror_err1:   Planet-Star Radius Ratio Upper Unc.
# COLUMN koi_ror_err2:   Planet-Star Radius Ratio Lower Unc.
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_sma:        Orbit Semi-Major Axis [AU]
# COLUMN koi_sma_err1:   Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN koi_sma_err2:   Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_dor:        Planet-Star Distance over Star Radius
# COLUMN koi_dor_err1:   Planet-Star Distance over Star Radius Upper Unc.
# COLUMN koi_dor_err2:   Planet-Star Distance over Star Radius Lower Unc.
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
loc_rowid,kepid,kepoi_name,koi_disposition,koi_pdisposition,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_ror_err1,koi_ror_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_sma,koi_sma_err1,koi_sma_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_dor,koi_dor_err1,koi_dor_err2,koi_steff,koi_steff_err1,koi_steff_err2,ra,dec,koi_kepmag
1697,5629538,K02345.01,CONFIRMED,CANDIDATE,15.187270490,8.6640000e-05,-8.6640000e-05,134.0549500,4.790000e-03,-4.790000e-03,4.50900,0.15400,-0.15400,2.9250e+02,1.560e+01,-1.560e+01,0.017654,1.949000e-03,-2.025000e-03,1.94,5.800e-01,-2.500e-01,0.1183,,,789.0,,,14.870000,7.000000,-7.000000,6136.00,183.00,-220.00,294.614810,40.833172,14.724
1698,8561231,K02346.01,CONFIRMED,CANDIDATE,28.685321200,2.0240000e-04,-2.0240000e-04,159.8709400,5.850000e-03,-5.850000e-03,6.30700,0.17400,-0.17400,6.8910e+02,3.180e+01,-3.180e+01,0.029427,4.900000e-05,-5.577000e-03,2.69,6.400e-01,-2.300e-01,0.1790,,,547.0,,,15.910000,7.900000,-7.900000,5726.00,143.00,-172.00,292.290620,44.653252,15.658
1699,8235924,K02347.01,CONFIRMED,CANDIDATE,0.588001053,5.8200000e-07,-5.8200000e-07,132.0587540,8.140000e-04,-8.140000e-04,1.14510,0.02880,-0.02880,2.9740e+02,7.400e+00,-7.400e+00,0.015848,2.280000e-04,-5.770000e-04,0.99,4.000e-02,-7.000e-02,0.0114,,,1188.0,,,3.720000,1.600000,-1.600000,3814.00,76.00,-84.00,292.773380,44.178131,14.934
1700,6941084,K02348.01,CONFIRMED,CANDIDATE,85.735720200,8.3120000e-04,-8.3120000e-04,170.9812100,7.920000e-03,-7.920000e-03,7.62500,0.26000,-0.26000,7.4770e+02,4.030e+01,-4.030e+01,0.025021,1.099000e-03,-8.560000e-04,2.94,9.800e-01,-3.900e-01,0.3877,,,448.0,,,88.010000,3.900000,-3.900000,6096.00,193.00,-214.00,289.441500,42.498131,15.301
1701,6200235,K02350.01,CONFIRMED,CANDIDATE,1.078389713,2.5880000e-06,-2.5880000e-06,133.2504100,2.080000e-03,-2.080000e-03,1.33940,0.06460,-0.06460,3.0050e+02,1.550e+01,-1.550e+01,0.018374,3.908000e-03,-2.731000e-03,1.98,5.500e-01,-3.300e-01,0.0196,,,1667.0,,,3.600000,1.700000,-1.700000,5325.00,175.00,-143.00,290.279690,41.515049,15.143
1702,11460462,K02110.01,CONFIRMED,CANDIDATE,5.037280330,1.5660000e-05,-1.5660000e-05,134.1094000,2.580000e-03,-2.580000e-03,2.06190,0.06280,-0.06280,7.6300e+01,4.300e+00,-4.300e+00,0.010281,4.200000e-05,-2.263000e-03,1.55,2.800e-01,-1.700e-01,0.0628,,,1321.0,,,5.950000,2.900000,-2.900000,6387.00,115.00,-140.00,294.468540,49.331020,12.189
1703,8612275,K02111.01,CONFIRMED,CANDIDATE,3.289726319,8.6260000e-06,-8.6260000e-06,131.7552200,2.110000e-03,-2.110000e-03,2.32740,0.06620,-0.06620,2.3490e+02,9.900e+00,-9.900e+00,0.013779,5.980000e-04,-3.420000e-04,1.37,1.600e-01,-8.000e-02,0.0424,,,1116.0,,,10.948000,0.877000,-0.877000,5463.00,82.00,-73.00,286.284730,44.781551,14.866
1704,8612275,K02111.02,CONFIRMED,CANDIDATE,7.186445940,1.9330000e-05,-1.9330000e-05,136.6234500,2.370000e-03,-2.370000e-03,1.49720,0.06370,-0.06370,4.0200e+02,2.040e+01,-2.040e+01,0.022060,6.000000e-06,-3.742000e-03,2.19,2.700e-01,-1.300e-01,0.0714,,,860.0,,,18.300000,8.800000,-8.800000,5463.00,82.00,-73.00,286.284730,44.781551,14.866
1705,7207061,K02113.01,CONFIRMED,CANDIDATE,15.942484530,5.9850000e-05,-5.9850000e-05,146.3315700,2.980000e-03,-2.980000e-03,3.48940,0.08060,-0.08060,1.0937e+03,3.470e+01,-3.470e+01,0.029718,1.074000e-03,-7.350000e-04,2.62,5.400e-01,-2.200e-01,0.1194,,,616.0,,,35.937000,0.114000,-0.114000,5376.00,186.00,-186.00,293.824310,42.779701,15.886
1706,4545187,K00223.02,CONFIRMED,CANDIDATE,41.008111700,1.1800000e-04,-1.1800000e-04,147.0338200,2.380000e-03,-2.380000e-03,4.37600,0.11300,-0.11300,1.0045e+03,2.430e+01,-2.430e+01,0.034114,1.162000e-03,-4.841000e-03,2.64,4.100e-01,-1.900e-01,0.2144,,,425.0,,,39.200000,18.100000,-18.100000,5303.00,159.00,-143.00,286.162050,39.678001,14.708
1707,7286911,K02180.01,CONFIRMED,CANDIDATE,11.555620420,3.1020000e-05,-3.1020000e-05,138.1975200,2.070000e-03,-2.070000e-03,1.67580,0.06490,-0.06490,4.4150e+02,2.270e+01,-2.270e+01,0.022688,5.720000e-04,-3.697000e-03,2.11,2.500e-01,-9.000e-02,0.0983,,,703.0,,,28.000000,13.800000,-13.800000,5420.00,73.00,-81.00,293.322420,42.867470,14.816
1708,8591173,K02181.01,CANDIDATE,CANDIDATE,12.288504600,1.0920000e-04,-1.0920000e-04,141.6186900,7.710000e-03,-7.710000e-03,2.80700,0.23200,-0.23200,3.4210e+02,3.370e+01,-3.370e+01,0.017657,1.090000e-04,-2.012000e-03,3.22,1.500e+00,-1.820e+00,0.1017,,,913.0,,,26.700000,10.200000,-10.200000,5109.00,169.00,-138.00,301.342860,44.672211,14.414
1709,6962109,K02182.01,CONFIRMED,CANDIDATE,17.132631250,7.8920000e-05,-7.8920000e-05,147.1546000,4.030000e-03,-4.030000e-03,3.05550,0.09580,-0.09580,8.5020e+02,3.740e+01,-3.740e+01,0.026597,8.370000e-04,-9.050000e-04,2.31,5.100e-01,-2.200e-01,0.1242,,,611.0,,,42.090000,9.200000,-9.200000,5477.00,182.00,-182.00,295.567990,42.478298,15.842
1710,5706595,K02183.01,CONFIRMED,CANDIDATE,19.023136100,1.1510000e-04,-1.1510000e-04,139.6598800,4.470000e-03,-4.470000e-03,3.43100,0.13000,-0.13000,4.0160e+02,2.150e+01,-2.150e+01,0.019553,3.905000e-03,-1.538000e-03,2.04,2.700e-01,-1.500e-01,0.1374,,,647.0,,,31.500000,15.400000,-15.400000,5569.00,75.00,-83.00,292.171140,40.916309,15.198
1711,5706595,K02183.02,CONFIRMED,CANDIDATE,4.579482350,2.8860000e-05,-2.8860000e-05,135.0968500,5.470000e-03,-5.470000e-03,3.10600,0.15900,-0.15900,2.0710e+02,1.200e+01,-1.200e+01,0.012971,6.010000e-04,-4.780000e-04,1.35,1.800e-01,-1.000e-01,0.0532,,,1040.0,,,11.407000,0.254000,-0.254000,5569.00,75.00,-83.00,292.171140,40.916309,15.198
1712,10489345,K02266.01,CONFIRMED,CANDIDATE,1.003931703,2.6860000e-06,-2.6860000e-06,132.0998800,2.470000e-03,-2.470000e-03,1.43610,0.06340,-0.06340,4.9110e+02,2.380e+01,-2.380e+01,0.019769,1.013000e-03,-6.130000e-04,1.60,1.600e-01,-1.700e-01,0.0175,,,1419.0,,,5.477000,0.315000,-0.315000,4949.00,176.00,-176.00,298.302730,47.694031,15.942
1714,10329469,K02271.01,CONFIRMED,CANDIDATE,55.822477500,4.1000000e-04,-4.1000000e-04,169.0374100,5.450000e-03,-5.450000e-03,5.45700,0.17000,-0.17000,8.7960e+02,4.260e+01,-4.260e+01,0.026492,1.343000e-03,-6.370000e-04,2.13,2.800e-01,-1.900e-01,0.2663,,,379.0,,,80.190000,5.300000,-5.300000,5162.00,153.00,-138.00,287.297700,47.455441,15.624
1715,9654875,K02272.01,CANDIDATE,CANDIDATE,1.341452550,1.3090000e-05,-1.3090000e-05,132.6910600,8.210000e-03,-8.210000e-03,7.50200,0.22700,-0.22700,2.6600e+01,1.100e+00,-1.100e+00,0.005021,6.090000e-04,-2.610000e-04,1.31,2.800e-01,-4.600e-01,0.0287,,,3015.0,,,1.299000,0.591000,-0.591000,7495.00,235.00,-314.00,294.153660,46.309681,12.783
1716,9717943,K02273.01,CONFIRMED,CANDIDATE,6.110104390,4.6400000e-05,-4.6400000e-05,136.9121400,5.870000e-03,-5.870000e-03,2.31400,0.18200,-0.18200,5.9700e+01,5.900e+00,-5.900e+00,0.007118,3.800000e-04,-4.550000e-04,0.93,1.500e-01,-5.000e-02,0.0709,,,1125.0,,,19.500000,3.600000,-3.600000,6213.00,112.00,-137.00,294.911560,46.491459,12.716
1717,8026752,K00240.01,CONFIRMED,CANDIDATE,4.286866229,3.2320000e-06,-3.2320000e-06,138.6148820,6.110000e-04,-6.110000e-04,4.47260,0.07480,-0.07480,1.3219e+03,9.900e+00,-9.900e+00,0.036172,3.300000e-05,-2.524000e-03,4.14,1.310e+00,-4.300e-01,0.0535,,,1217.0,,,5.250000,2.100000,-2.100000,6228.00,172.00,-216.00,291.080140,43.860199,14.982
1718,1872821,K02351.01,CANDIDATE,CANDIDATE,10.273809570,5.9290000e-05,-5.9290000e-05,134.6574800,5.050000e-03,-5.050000e-03,3.25200,0.14100,-0.14100,3.5280e+02,2.050e+01,-2.050e+01,0.017115,8.890000e-04,-4.760000e-04,1.68,1.600e-01,-8.000e-02,0.0924,,,799.0,,,24.370000,4.100000,-4.100000,5806.00,69.00,-87.00,292.427580,37.320808,14.909
1719,8013439,K02352.01,CONFIRMED,CANDIDATE,13.391551540,5.9390000e-05,-5.9390000e-05,133.0549900,3.500000e-03,-3.500000e-03,3.39100,0.10700,-0.10700,4.8900e+01,2.200e+00,-2.200e+00,0.006628,7.500000e-05,-3.350000e-04,1.58,2.500e-01,-4.100e-01,0.1173,,,1180.0,,,25.700000,10.600000,-10.600000,6197.00,135.00,-111.00,285.182800,43.831078,10.421
1720,8013439,K02352.02,CONFIRMED,CANDIDATE,5.629043960,2.1650000e-05,-2.1650000e-05,134.7467900,3.050000e-03,-3.050000e-03,3.72950,0.08760,-0.08760,3.9500e+01,1.400e+00,-1.400e+00,0.005805,1.640000e-04,-1.470000e-04,1.39,2.100e-01,-3.700e-01,0.0658,,,1576.0,,,11.290000,1.000000,-1.000000,6197.00,135.00,-111.00,285.182800,43.831078,10.421
1721,8013439,K02352.03,CANDIDATE,CANDIDATE,8.256285700,3.6970000e-05,-3.6970000e-05,137.9267000,3.360000e-03,-3.360000e-03,2.03780,0.09760,-0.09760,3.7300e+01,2.300e+00,-2.300e+00,0.006235,1.155000e-03,-6.250000e-04,1.49,2.300e-01,-3.900e-01,0.0850,,,1387.0,,,18.240000,9.000000,-9.000000,6197.00,135.00,-111.00,285.182800,43.831078,10.421
1722,7207061,K02113.02,CONFIRMED,CANDIDATE,12.330879210,4.9720000e-05,-4.9720000e-05,361.9744000,2.700000e-03,-2.700000e-03,3.06640,0.08070,-0.08070,8.7220e+02,3.350e+01,-3.350e+01,0.026543,1.041000e-03,-6.670000e-04,2.34,4.800e-01,-2.000e-01,0.1006,,,671.0,,,31.540000,1.400000,-1.400000,5376.00,186.00,-186.00,293.824310,42.779701,15.886
1723,6921944,K02114.01,CONFIRMED,CANDIDATE,4.421566535,9.7260000e-06,-9.7260000e-06,132.1846500,1.830000e-03,-1.830000e-03,2.12290,0.05760,-0.05760,6.8400e+02,2.530e+01,-2.530e+01,0.028726,1.470000e-04,-5.217000e-03,2.19,6.000e-02,-1.000e-01,0.0471,,,729.0,,,8.810000,4.100000,-4.100000,4299.00,86.00,-86.00,281.111760,42.454910,15.180
1724,9532052,K02115.01,CONFIRMED,CANDIDATE,15.725859410,6.2770000e-05,-6.2770000e-05,133.9877400,3.870000e-03,-3.870000e-03,3.82840,0.08410,-0.08410,1.3131e+03,4.630e+01,-4.630e+01,0.032661,1.103000e-03,-6.700000e-04,2.69,2.500e-01,-1.100e-01,0.1151,,,602.0,,,32.180000,1.200000,-1.200000,5332.00,106.00,-106.00,294.153320,46.166439,16.144
1725,8164012,K02116.01,CONFIRMED,CANDIDATE,1.252753881,2.2280000e-06,-2.2280000e-06,133.1705400,1.480000e-03,-1.480000e-03,2.14720,0.04710,-0.04710,2.0000e+02,5.700e+00,-5.700e+00,0.013107,1.520000e-04,-4.780000e-04,2.44,3.700e-01,-5.600e-01,0.0239,,,2199.0,,,4.200000,1.600000,-1.600000,5907.00,80.00,-80.00,291.145200,44.062538,14.690
1726,4140813,K02117.01,CANDIDATE,CANDIDATE,13.360198640,5.9560000e-05,-5.9560000e-05,131.8148100,3.560000e-03,-3.560000e-03,2.78800,0.11300,-0.11300,6.9990e+02,3.750e+01,-3.750e+01,0.024481,5.300000e-05,-2.095000e-03,1.84,1.300e-01,-1.100e-01,0.1002,,,520.0,,,32.000000,12.900000,-12.900000,4500.00,123.00,-137.00,286.479340,39.269958,15.637
1727,8611781,K02185.01,CONFIRMED,CANDIDATE,76.957056000,6.2560000e-04,-6.2560000e-04,192.3368200,6.840000e-03,-6.840000e-03,9.55100,0.18900,-0.18900,3.6710e+02,1.580e+01,-1.580e+01,0.018409,3.276000e-03,-9.490000e-04,2.09,5.700e-01,-3.700e-01,0.3436,,,451.0,,,48.900000,22.500000,-22.500000,5878.00,157.00,-157.00,286.002960,44.756592,14.353
1728,3097926,K02186.01,CANDIDATE,CANDIDATE,14.979743350,6.3250000e-05,-6.3250000e-05,143.4617400,3.430000e-03,-3.430000e-03,4.12600,0.17100,-0.17100,1.2118e+03,3.930e+01,-3.930e+01,0.040734,2.136000e-03,-9.220000e-03,3.79,4.100e-01,-4.500e-01,0.1106,,,620.0,,,12.980000,6.400000,-6.400000,5062.00,194.00,-176.00,285.908480,38.212719,15.549
1729,10518424,K02188.02,CANDIDATE,CANDIDATE,6.744568300,5.6960000e-04,-5.6960000e-04,135.5092000,3.640000e-02,-3.640000e-02,3.81300,0.83100,-0.83100,8.6600e+01,1.730e+01,-1.730e+01,0.008556,8.770000e-04,-1.022000e-03,0.86,3.500e-01,-8.000e-02,0.0693,,,983.0,,,13.540000,3.400000,-3.400000,6106.00,158.00,-184.00,283.753850,47.796951,15.319
1730,5730445,K02189.01,CANDIDATE,CANDIDATE,33.358598520,8.6710000e-05,-8.6710000e-05,137.5706100,2.380000e-03,-2.380000e-03,2.28600,0.15100,-0.15100,1.8259e+03,6.330e+01,-6.330e+01,0.050925,3.421000e-03,-1.252000e-02,4.44,4.800e-01,-4.700e-01,0.1854,,,459.0,,,53.000000,25.800000,-25.800000,5009.00,176.00,-176.00,298.074740,40.948990,15.253
1731,5601258,K02191.01,CANDIDATE,CANDIDATE,8.847842730,3.3690000e-05,-3.3690000e-05,140.1508500,2.860000e-03,-2.860000e-03,2.05720,0.09950,-0.09950,4.6020e+02,2.580e+01,-2.580e+01,0.019043,8.760000e-04,-8.880000e-04,1.15,7.000e-02,-7.000e-02,0.0699,,,479.0,,,33.450000,3.700000,-3.700000,3867.00,77.00,-84.00,285.086550,40.898998,14.911
1732,7960980,K02274.01,CONFIRMED,CANDIDATE,9.989702660,4.1690000e-05,-4.1690000e-05,133.7610200,3.420000e-03,-3.420000e-03,3.70000,0.10900,-0.10900,9.8840e+02,4.640e+01,-4.640e+01,0.028075,1.289000e-03,-8.950000e-04,2.48,4.200e-01,-1.800e-01,0.0880,,,705.0,,,21.210000,1.000000,-1.000000,5265.00,184.00,-184.00,292.168580,43.779671,15.909
1733,8107225,K00235.01,CONFIRMED,CANDIDATE,5.632525080,6.0050000e-06,-6.0050000e-06,133.8181800,8.670000e-04,-8.670000e-04,2.14480,0.03030,-0.03030,6.3440e+02,1.030e+01,-1.030e+01,0.023204,3.018000e-03,-5.800000e-04,2.04,2.800e-01,-1.600e-01,0.0598,,,844.0,,,18.400000,9.100000,-9.100000,5216.00,157.00,-157.00,295.109950,43.915211,14.353
1734,3458028,K02276.01,CONFIRMED,CANDIDATE,1.442592305,4.8740000e-06,-4.8740000e-06,134.0718800,2.780000e-03,-2.780000e-03,2.96980,0.08580,-0.08580,1.6600e+02,7.100e+00,-7.100e+00,0.011979,3.960000e-04,-3.010000e-04,2.67,6.700e-01,-9.100e-01,0.0284,,,2700.0,,,3.727000,0.224000,-0.224000,7216.00,203.00,-279.00,294.958920,38.591572,11.558
1735,3342794,K02278.01,CONFIRMED,CANDIDATE,14.172228580,5.5550000e-05,-5.5550000e-05,142.6013400,3.200000e-03,-3.200000e-03,2.62970,0.08300,-0.08300,2.4680e+02,1.100e+01,-1.100e+01,0.016670,2.040000e-04,-2.271000e-03,2.39,3.800e-01,-4.600e-01,0.1146,,,873.0,,,21.700000,10.300000,-10.300000,5845.00,105.00,-117.00,291.607180,38.410389,13.776
1736,3342794,K02278.02,CONFIRMED,CANDIDATE,4.920310630,3.0820000e-05,-3.0820000e-05,135.4057700,5.100000e-03,-5.100000e-03,4.04600,0.13100,-0.13100,8.1000e+01,5.200e+00,-5.200e+00,0.008240,3.430000e-04,-3.410000e-04,1.18,1.900e-01,-2.300e-01,0.0566,,,1242.0,,,9.110000,1.200000,-1.200000,5845.00,105.00,-117.00,291.607180,38.410389,13.776
1737,5716932,K02358.01,CANDIDATE,CANDIDATE,56.493169800,3.6260000e-04,-3.6260000e-04,143.9926200,5.830000e-03,-5.830000e-03,8.70400,0.17600,-0.17600,4.1190e+02,1.490e+01,-1.490e+01,0.019847,3.406000e-03,-1.303000e-03,4.43,7.700e-01,-1.140e+00,0.3259,,,681.0,,,36.500000,13.900000,-13.900000,6160.00,123.00,-123.00,295.139100,40.979061,13.524
1738,11288051,K00241.01,CONFIRMED,CANDIDATE,13.821420840,2.2230000e-05,-2.2230000e-05,131.7923700,1.250000e-03,-1.250000e-03,3.98500,0.12400,-0.12400,7.6520e+02,1.080e+01,-1.080e+01,0.030937,9.710000e-04,-5.472000e-03,2.20,1.500e-01,-8.000e-02,0.1005,,,560.0,,,13.140000,6.500000,-6.500000,4983.00,100.00,-100.00,286.752780,49.064911,14.139
1740,11566256,K02361.01,CANDIDATE,CANDIDATE,5.783870490,1.5380000e-05,-1.5380000e-05,135.5798000,1.960000e-03,-1.960000e-03,1.39660,0.06810,-0.06810,4.1330e+02,2.370e+01,-2.370e+01,0.018724,7.690000e-04,-6.610000e-04,2.07,6.200e-01,-2.100e-01,0.0655,,,1051.0,,,31.420000,4.900000,-4.900000,6063.00,181.00,-217.00,295.302550,49.589119,15.049
1741,8495415,K02362.02,CONFIRMED,CANDIDATE,11.085076580,5.1490000e-05,-5.1490000e-05,355.0362700,3.400000e-03,-3.400000e-03,1.75100,0.10300,-0.10300,7.7180e+02,5.110e+01,-5.110e+01,0.028916,5.028000e-03,-3.951000e-03,2.50,2.900e-01,-2.300e-01,0.0901,,,665.0,,,30.100000,14.900000,-14.900000,5080.00,184.00,-163.00,291.881260,44.555729,15.938
1742,4055304,K02119.01,CONFIRMED,CANDIDATE,0.571038347,6.8400000e-07,-6.8400000e-07,131.6537520,9.220000e-04,-9.220000e-04,1.12670,0.03310,-0.03310,2.4210e+02,7.500e+00,-7.500e+00,0.017056,4.560000e-04,-2.861000e-03,1.65,8.000e-02,-1.500e-01,0.0126,,,1897.0,,,2.210000,1.000000,-1.000000,5132.00,84.00,-77.00,291.049930,39.141670,14.098
1743,4857213,K02120.01,CANDIDATE,CANDIDATE,8.774257860,2.9310000e-05,-2.9310000e-05,132.3338600,2.960000e-03,-2.960000e-03,2.22450,0.07600,-0.07600,2.3960e+02,1.260e+01,-1.260e+01,0.017677,2.780000e-04,-3.683000e-03,1.75,5.300e-01,-2.200e-01,0.0784,,,771.0,,,13.350000,6.700000,-6.700000,5146.00,154.00,-138.00,297.074650,39.933849,13.714
1744,9415108,K02121.01,CONFIRMED,CANDIDATE,4.510050820,1.5290000e-05,-1.5290000e-05,134.5695400,2.870000e-03,-2.870000e-03,2.15330,0.08720,-0.08720,2.9480e+02,1.610e+01,-1.610e+01,0.015420,8.000000e-04,-5.140000e-04,1.74,2.400e-01,-2.400e-01,0.0511,,,1063.0,,,16.150000,2.200000,-2.200000,5362.00,80.00,-72.00,296.042330,45.985142,14.979
1745,4262581,K02122.01,CONFIRMED,CANDIDATE,37.646851900,2.2700000e-04,-2.2700000e-04,161.4635500,4.860000e-03,-4.860000e-03,6.34400,0.13300,-0.13300,4.2740e+02,1.580e+01,-1.580e+01,0.018542,7.440000e-04,-5.220000e-04,5.37,8.100e-01,-1.900e+00,0.2466,,,787.0,,,46.180000,3.400000,-3.400000,5443.00,76.00,-87.00,291.646240,39.396629,14.288
1746,8591693,K02123.01,CANDIDATE,CANDIDATE,29.455784100,1.1870000e-04,-1.1870000e-04,154.1706200,2.910000e-03,-2.910000e-03,3.45100,0.10100,-0.10100,5.3380e+02,2.300e+01,-2.300e+01,0.021147,7.910000e-04,-5.820000e-04,2.19,6.800e-01,-2.200e-01,0.1879,,,598.0,,,66.580000,3.300000,-3.300000,6036.00,162.00,-198.00,301.542970,44.605610,14.385
1747,4833421,K00232.01,CONFIRMED,CANDIDATE,12.466004437,5.5440000e-06,-5.5440000e-06,134.0032580,3.760000e-04,-3.760000e-04,5.00660,0.01980,-0.01980,2.2321e+03,8.100e+00,-8.100e+00,0.043414,2.390000e-04,-2.950000e-04,5.65,8.900e-01,-9.000e-01,0.1051,,,897.0,,,19.460000,1.300000,-1.300000,6038.00,121.00,-121.00,291.111880,39.949108,14.247
1748,8282651,K02193.01,CONFIRMED,CANDIDATE,2.361724472,3.4920000e-06,-3.4920000e-06,133.2393200,1.200000e-03,-1.200000e-03,1.21670,0.04230,-0.04230,5.8700e+02,1.990e+01,-1.990e+01,0.021561,9.100000e-04,-6.300000e-04,1.53,1.100e-01,-1.400e-01,0.0299,,,922.0,,,15.160000,0.691000,-0.691000,4478.00,133.00,-133.00,284.107790,44.245811,15.658
1749,3548044,K02194.01,CONFIRMED,CANDIDATE,34.763054300,2.1320000e-04,-2.1320000e-04,161.7421700,5.310000e-03,-5.310000e-03,4.30900,0.13400,-0.13400,2.9370e+02,1.320e+01,-1.320e+01,0.016908,3.445000e-03,-1.346000e-03,1.75,2.300e-01,-2.200e-01,0.1938,,,554.0,,,43.600000,18.800000,-18.800000,5670.00,113.00,-102.00,292.326450,38.657581,13.865
1750,11401767,K02195.01,CONFIRMED,CANDIDATE,20.054528200,1.4960000e-04,-1.4960000e-04,136.5658700,5.610000e-03,-5.610000e-03,7.17300,0.12900,-0.12900,3.0540e+02,1.180e+01,-1.180e+01,0.019945,5.890000e-04,-3.867000e-03,2.63,4.400e-01,-2.900e-01,0.1512,,,755.0,,,8.570000,4.300000,-4.300000,6056.00,81.00,-90.00,291.256200,49.258949,14.881
1751,10909127,K02200.01,CONFIRMED,CANDIDATE,3.170597310,1.0010000e-05,-1.0010000e-05,132.6781300,2.500000e-03,-2.500000e-03,1.66860,0.08350,-0.08350,3.2540e+02,1.930e+01,-1.930e+01,0.018398,2.630000e-03,-2.133000e-03,1.69,1.800e-01,-6.000e-02,0.0415,,,1080.0,,,9.310000,4.000000,-4.000000,5431.00,81.00,-81.00,285.899230,48.307301,15.353
1752,3661886,K02279.01,CONFIRMED,CANDIDATE,27.014262200,1.4970000e-04,-1.4970000e-04,132.5224500,4.870000e-03,-4.870000e-03,5.38500,0.12600,-0.12600,2.8760e+02,1.210e+01,-1.210e+01,0.015459,5.800000e-04,-4.330000e-04,2.00,3.100e-01,-2.800e-01,0.1779,,,677.0,,,38.920000,2.700000,-2.700000,5949.00,107.00,-119.00,295.422000,38.735691,13.860
1753,3661886,K02279.02,CONFIRMED,CANDIDATE,12.509457980,7.4690000e-05,-7.4690000e-05,136.9921700,4.600000e-03,-4.600000e-03,3.47900,0.14500,-0.14500,1.5530e+02,1.080e+01,-1.080e+01,0.011945,2.000000e-06,-1.048000e-03,1.54,2.400e-01,-2.100e-01,0.1065,,,875.0,,,21.850000,7.300000,-7.300000,5949.00,107.00,-119.00,295.422000,38.735691,13.860
1754,2439243,K02280.01,CONFIRMED,CANDIDATE,26.020332900,1.8690000e-04,-1.8690000e-04,154.5286000,6.240000e-03,-6.240000e-03,4.96500,0.14700,-0.14700,1.1644e+03,5.570e+01,-5.570e+01,0.033353,5.946000e-03,-2.514000e-03,4.53,7.100e-01,-8.700e-01,0.1680,,,675.0,,,30.300000,15.000000,-15.000000,5624.00,84.00,-75.00,290.474520,37.766602,15.889
1755,9221517,K02281.01,CONFIRMED,CANDIDATE,0.769854899,1.2430000e-06,-1.2430000e-06,132.5194400,1.260000e-03,-1.260000e-03,1.02430,0.04490,-0.04490,1.0960e+02,4.900e+00,-4.900e+00,0.010351,2.487000e-03,-8.090000e-04,0.93,1.200e-01,-7.000e-02,0.0157,,,1650.0,,,4.240000,1.700000,-1.700000,5173.00,155.00,-139.00,293.131100,45.663551,13.829
1756,6751874,K02282.01,CONFIRMED,CANDIDATE,6.892263330,2.6260000e-05,-2.6260000e-05,132.4644000,2.830000e-03,-2.830000e-03,2.49210,0.09970,-0.09970,2.1440e+02,1.110e+01,-1.110e+01,0.013320,6.320000e-04,-3.410000e-04,2.13,3.400e-01,-4.200e-01,0.0732,,,1156.0,,,21.380000,2.200000,-2.200000,5862.00,79.00,-79.00,281.831450,42.298908,14.207
